7133,29.3
7134,31.94
7135,29.27
7136,33.39
7137,25.01
7138,30.51
7139,23.49
7140,26.86
7141,26.38
7142,22.41
7143,26.42
7144,30.33
7145,28.31
7146,27.81
7147,26.76
7148,21.37
7149,23.48
7150,20.76
7151,24.77
7152,25.31
7153,26.12
7154,26.27
7155,26.67
7156,25.16
7157,26.15
7158,25.96
7159,25.47
7160,25.8
7161,26.4
7162,28.52
7163,25.01
7164,28.74
7165,25.67
7166,28.2
7167,30.42
7168,27.55
7169,26.77
7170,26.59
7171,23.72
7172,29.12
7173,24.21
7174,27.49
7175,28.58
7176,26.85
7177,27.28
7178,26.32
7179,29.06
7180,25.02
7181,27.04
7182,28.58
7183,27.39
7184,25.87
7185,26.22
7186,27.69
7187,28.62
7188,27.72
7189,27.26
7190,26.83
7191,28.96
7192,27.39
7193,22.43
7194,29.96
7195,27.35
7196,26.44
7197,32.06
7198,27.45
7199,28.31
7200,21.04
7201,25.48
7202,25.46
7203,27.74
7204,32.74
7205,28.22
7206,32.14
7207,36.61
7208,34.32
7209,35.16
7210,35.75
7211,34.61
7212,31.25
7213,31.92
7214,31.14
7215,34.98
7216,34.82
7217,37.75
7218,39.13
7219,36.47
7220,39.27
7221,37.99
7222,33.3
7223,34.38
7224,30.13
7225,31.4
7226,34.12
7227,35.56
7228,40.84
7229,35.07
7230,39.56
7231,43.13
7232,37.9
7233,39.57
7234,46.31
7235,42.52
7236,43.3
7237,45.43
7238,41.16
7239,43.82
7240,38.63
7241,40.44
7242,39.32
7243,40.94
7244,41.06
7245,42.46
7246,42.79
7247,34.57
7248,35.6
7249,33.09
7250,31.47
7251,33.16
7252,34.87
7253,35.08
7254,35.13
7255,32.4
7256,32.89
7257,28.16
7258,33.41
7259,34.33
7260,37.71
7261,36.5
7262,33.6
7263,32.09
7264,33.38
7265,28.86
7266,31.69
7267,33.31
7268,34.28
7269,32.18
7270,31.23
7271,31.95
7272,34.57
7273,34.96
7274,35.33
7275,31.68
7276,32.82
7277,31.12
7278,31.83
7279,30.58
7280,32.46
7281,32.73
7282,32.11
7283,25.67
7284,27.76
7285,26.61
7286,28.8
7287,28.99
7288,32.6
7289,27.52
7290,35.12
7291,28.04
7292,27.38
7293,27.72
7294,31.09
7295,25.3
7296,26.67
7297,31.28
7298,27.0
7299,32.49
7300,29.62
7301,35.59
7302,36.69
7303,36.59
7304,34.93
7305,35.01
7306,33.5
7307,33.67
7308,28.63
7309,30.05
7310,33.09
7311,33.48
7312,34.24
7313,34.41
7314,32.3
7315,31.62
7316,28.43
7317,27.66
7318,34.29
7319,34.37
7320,32.07
7321,34.71
7322,38.93
7323,35.89
7324,35.67
7325,31.09
7326,33.84
7327,34.41
7328,29.54
7329,29.37
7330,32.45
7331,34.31
7332,34.36
7333,32.39
7334,33.41
7335,34.24
7336,33.83
7337,35.9
7338,37.23
7339,31.46
7340,31.41
7341,33.19
7342,29.81
7343,29.03
7344,32.73
7345,34.34
7346,30.65
7347,27.21
7348,29.04
7349,30.31
7350,29.51
7351,30.25
7352,29.26
7353,33.93
7354,32.67
7355,33.06
7356,28.54
7357,29.14
7358,30.15
7359,27.9
7360,28.87
7361,33.27
7362,33.61
7363,33.65
7364,32.13
7365,29.22
7366,28.39
7367,27.87
7368,31.54
7369,32.17
7370,31.82
7371,34.08
7372,35.46
7373,33.86
7374,35.3
7375,33.96
7376,33.76
7377,36.02
7378,33.42
7379,30.69
7380,40.0
7381,36.68
7382,37.56
7383,37.05
7384,31.56
7385,35.86
7386,36.71
7387,39.37
7388,32.86
7389,29.98
7390,35.74
7391,32.22
7392,34.32
7393,35.73
7394,34.18
7395,32.14
7396,28.64
7397,29.98
7398,33.38
7399,34.57
7400,33.75
7401,30.41
7402,31.18
7403,36.01
7404,27.45
7405,32.41
7406,32.09
7407,33.31
7408,30.39
7409,34.07
7410,30.05
7411,32.51
7412,35.22
7413,35.24
7414,30.04
7415,36.61
7416,27.21
7417,30.92
7418,29.72
7419,33.21
7420,29.53
7421,31.43
7422,27.56
7423,31.14
7424,28.12
7425,34.01
7426,32.21
7427,33.4
7428,35.06
7429,29.52
7430,33.76
7431,27.99
7432,23.75
7433,26.87
7434,29.01
7435,28.85
7436,29.05
7437,26.64
7438,30.05
7439,28.58
7440,30.23
7441,32.42
7442,29.54
7443,34.0
7444,31.92
7445,33.68
7446,29.52
7447,35.47
7448,29.25
7449,30.16
7450,32.55
7451,31.93
7452,32.55
7453,33.48
7454,34.4
7455,33.67
7456,37.06
7457,36.47
7458,36.5
7459,32.4
7460,37.36
7461,35.52
7462,35.17
