,#DEPTH,DIP,AZIM,QUAL,DEVI,HAZI,AAZI,ADIP,DIPTYPE
354,2012.86,84.3,116.6,1.0,35.1,299.3,115.8,49.3,HEALEDFRACTURE
355,2013.04,82.9,115.9,1.0,35.1,299.2,114.8,48.0,HEALEDFRACTURE
356,2013.39,3.4,240.3,0.5,35.1,299.3,294.4,37.0,BED
357,2013.39,84.9,113.4,0.5,35.1,299.3,111.7,50.0,HEALEDFRACTURE
358,2013.42,83.9,115.7,0.5,35.1,299.3,114.5,48.9,HEALEDFRACTURE
359,2013.61,78.7,113.1,1.0,35.1,299.2,110.5,43.9,HEALEDFRACTURE
360,2013.7,82.2,111.9,1.0,35.1,299.2,109.4,47.5,HEALEDFRACTURE
361,2014.12,81.8,116.0,1.0,35.1,299.3,114.8,46.7,HEALEDFRACTURE
362,2014.21,80.4,116.3,0.5,35.1,299.2,115.1,45.4,HEALEDFRACTURE
363,2014.26,82.3,124.6,1.0,35.1,299.2,126.5,47.4,FRACTURE
364,2014.26,81.4,113.4,0.5,35.1,299.2,111.2,46.6,HEALEDFRACTURE
365,2014.31,82.0,116.3,0.5,35.1,299.3,115.2,47.0,HEALEDFRACTURE
366,2014.73,7.3,255.1,0.5,35.1,299.2,291.4,40.6,BED
367,2014.75,82.1,129.0,0.5,35.1,299.2,132.4,47.7,FRACTURE
368,2014.99,79.5,111.9,0.5,35.1,299.3,109.0,44.7,HEALEDFRACTURE
369,2015.47,79.5,125.6,0.5,35.1,299.2,128.2,44.7,FRACTURE
370,2015.5,2.9,17.7,0.5,35.1,299.2,304.0,35.8,BED
371,2015.76,83.0,121.8,1.0,35.2,299.3,122.6,47.8,HEALEDFRACTURE
372,2015.81,84.9,116.0,1.0,35.2,299.3,115.1,49.8,HEALEDFRACTURE
373,2016.33,7.3,298.9,0.5,35.2,299.3,299.2,42.5,BED
374,2016.76,85.4,113.8,0.5,35.1,299.1,112.3,50.5,HEALEDFRACTURE
375,2016.83,81.6,116.3,0.5,35.2,299.2,115.2,46.4,HEALEDFRACTURE
376,2016.85,88.0,118.1,0.5,35.2,299.2,117.9,52.9,HEALEDFRACTURE
377,2017.33,4.4,298.9,0.5,35.2,299.2,299.2,39.6,BED
378,2017.45,81.1,113.8,0.5,35.2,299.2,111.7,46.1,HEALEDFRACTURE
379,2017.49,80.9,117.0,0.5,35.2,299.2,116.1,45.7,HEALEDFRACTURE
380,2017.55,84.9,121.5,0.5,35.3,299.3,122.2,49.7,HEALEDFRACTURE
381,2017.6,89.1,120.9,0.5,35.3,299.3,121.3,53.8,HEALEDFRACTURE
382,2017.67,79.3,116.3,0.5,35.2,299.1,115.2,44.1,HEALEDFRACTURE
383,2018.25,7.3,311.7,0.5,35.3,299.3,301.6,42.5,BED
384,2018.66,85.1,115.9,1.0,35.2,299.1,115.0,50.0,HEALEDFRACTURE
385,2018.71,81.8,115.4,0.5,35.2,299.1,114.1,46.7,HEALEDFRACTURE
386,2018.77,84.0,114.9,0.5,35.4,299.4,113.4,48.8,HEALEDFRACTURE
387,2018.88,74.8,115.5,0.5,35.2,299.1,113.6,39.6,HEALEDFRACTURE
388,2018.96,83.8,112.4,0.5,35.2,299.0,110.3,48.9,HEALEDFRACTURE
389,2018.98,81.3,113.9,0.5,35.2,299.0,112.0,46.4,FRACTURE
390,2019.0,8.2,329.6,0.5,35.2,299.0,305.2,42.4,BED
391,2019.09,84.3,119.6,0.5,35.3,299.2,119.7,48.9,HEALEDFRACTURE
392,2019.58,85.2,120.1,0.5,35.3,299.2,120.4,49.9,FRACTURE
393,2019.87,8.3,285.0,0.5,35.3,299.1,296.2,43.4,BED
394,2019.93,79.8,121.2,0.5,35.3,299.1,122.0,44.5,HEALEDFRACTURE
395,2020.21,78.0,113.7,0.5,35.3,299.1,111.3,42.9,HEALEDFRACTURE
396,2020.29,78.1,119.4,1.0,35.3,299.1,119.6,42.7,HEALEDFRACTURE
397,2020.35,76.4,113.0,0.5,35.3,299.2,110.0,41.4,HEALEDFRACTURE
398,2020.38,76.0,115.9,0.5,35.3,299.2,114.3,40.8,HEALEDFRACTURE
399,2020.39,86.2,119.2,0.5,35.3,299.2,119.2,50.9,HEALEDFRACTURE
400,2020.56,79.9,120.3,0.5,35.2,299.0,120.8,44.7,HEALEDFRACTURE
401,2020.72,87.5,114.8,0.5,35.4,299.3,113.6,52.3,HEALEDFRACTURE
402,2020.77,89.0,112.2,0.5,35.4,299.3,110.5,53.9,HEALEDFRACTURE
403,2020.77,86.9,116.5,0.5,35.4,299.3,115.7,51.6,HEALEDFRACTURE
404,2021.06,82.1,107.6,0.5,35.4,299.2,103.5,47.6,HEALEDFRACTURE
405,2021.08,10.4,319.1,0.5,35.3,299.0,304.0,45.1,BED
406,2021.1,57.7,333.2,0.5,35.7,304.6,328.5,90.0,DRILL.IND.FRAC.
407,2021.14,87.7,292.4,0.5,35.3,299.0,111.2,57.3,HEALEDFRACTURE
408,2021.27,81.1,114.6,0.5,35.4,299.2,112.8,45.9,HEALEDFRACTURE
409,2021.29,77.9,110.0,0.5,35.4,299.2,106.0,43.1,HEALEDFRACTURE
410,2021.34,79.5,110.1,0.5,35.3,299.1,106.5,44.7,HEALEDFRACTURE
411,2021.39,84.5,112.1,0.5,35.3,299.1,109.9,49.5,HEALEDFRACTURE
412,2021.41,78.7,114.2,0.5,35.3,299.1,112.0,43.5,HEALEDFRACTURE
413,2021.47,84.1,108.5,0.5,35.4,299.1,105.2,49.5,HEALEDFRACTURE
414,2021.91,6.1,354.5,0.5,35.3,299.0,307.0,39.0,BED
415,2022.94,7.4,302.7,0.5,35.5,299.1,299.8,42.9,BED
416,2023.21,56.9,322.5,0.5,35.4,299.1,318.5,90.0,DRILL.IND.FRAC.
417,2024.0,5.8,319.5,0.5,35.5,299.1,302.2,41.0,BED
418,2024.81,13.6,309.2,0.5,35.5,299.0,302.2,49.0,BED
419,2024.92,79.2,123.1,0.5,35.5,298.9,124.8,43.9,HEALEDFRACTURE
420,2025.04,89.2,292.4,0.5,35.5,299.1,111.0,55.6,HEALEDFRACTURE
421,2025.35,84.8,105.1,0.5,35.5,299.0,100.9,50.5,HEALEDFRACTURE
422,2025.6,10.1,319.7,0.5,35.6,299.0,304.0,45.1,BED
423,2026.58,5.7,330.1,0.5,35.5,298.8,303.4,40.5,BED
424,2026.71,79.5,113.0,0.5,35.6,299.0,110.5,44.1,HEALEDFRACTURE
425,2026.9,81.1,110.5,0.5,35.7,299.0,107.3,45.9,HEALEDFRACTURE
426,2027.27,89.9,287.6,0.5,35.6,298.8,105.1,55.3,HEALEDFRACTURE
427,2027.39,9.0,339.6,0.5,35.7,298.9,307.6,42.9,BED
428,2027.74,55.0,310.7,1.0,35.6,298.8,308.5,90.0,DRILL.IND.FRAC.
429,2027.95,89.7,295.7,0.5,35.7,298.9,115.0,54.7,HEALEDFRACTURE
430,2028.19,9.6,312.9,0.5,35.7,298.9,302.2,45.1,BED
431,2028.72,14.3,324.2,0.5,35.8,299.0,307.0,49.1,BED
432,2028.91,82.4,116.0,0.5,35.7,298.8,115.0,46.7,FRACTURE
433,2029.0,76.5,114.6,0.5,35.6,298.7,112.6,40.9,HEALEDFRACTURE
434,2029.05,76.9,112.0,0.5,35.6,298.7,108.9,41.6,HEALEDFRACTURE
435,2029.13,82.8,107.3,0.5,35.7,298.8,103.3,48.0,HEALEDFRACTURE
436,2029.49,89.9,307.2,0.5,35.7,298.7,129.1,54.9,FRACTURE
437,2029.64,86.8,113.4,1.0,35.8,298.9,111.8,51.2,HEALEDFRACTURE
438,2029.88,87.7,112.5,0.5,35.8,298.9,110.8,52.2,FRACTURE
439,2030.13,82.8,114.7,0.5,35.8,298.9,113.2,47.1,FRACTURE
440,2030.9,79.9,105.0,0.5,35.8,298.8,99.6,45.4,HEALEDFRACTURE
441,2031.21,85.9,109.3,0.5,35.8,298.8,106.6,50.7,FRACTURE
442,2031.44,84.7,109.7,0.5,35.8,298.8,106.9,49.4,HEALEDFRACTURE
443,2031.57,84.6,112.4,0.5,35.7,298.7,110.3,49.2,HEALEDFRACTURE
444,2031.72,86.6,126.6,0.5,35.8,298.8,128.8,51.2,HEALEDFRACTURE
445,2031.84,14.4,358.6,0.5,35.8,298.7,316.6,44.5,BED
446,2032.01,89.6,321.8,1.0,35.8,298.8,146.3,57.8,FRACTURE
447,2032.45,7.8,89.7,0.5,35.7,298.7,306.4,29.2,BED
448,2033.45,79.3,80.7,0.5,35.9,298.8,69.2,52.9,FRACTURE
449,2033.92,52.3,134.8,0.5,35.9,298.8,158.8,19.8,FRACTURE
450,2034.79,70.5,86.2,0.5,35.9,298.8,70.2,42.6,FRACTURE
451,2035.71,17.6,305.2,0.5,35.8,298.4,301.0,53.3,BED
452,2036.11,17.4,358.0,0.5,35.9,298.3,319.0,46.8,BED
453,2036.19,73.4,125.5,0.5,35.9,298.5,129.5,37.9,FRACTURE
454,2039.06,17.8,329.3,0.5,35.8,298.5,310.0,51.8,BED
455,2039.46,31.7,202.6,0.5,36.0,298.6,249.7,43.9,FRACTURE
456,2040.51,78.9,294.1,0.5,36.0,297.8,113.8,65.1,FRACTURE
457,2041.14,77.5,138.1,0.5,36.0,297.4,146.8,44.6,FRACTURE
458,2042.59,4.8,318.1,0.5,36.1,298.5,301.0,40.7,BED
459,2043.91,43.5,26.9,0.5,36.1,298.4,355.7,54.9,FRACTURE
460,2044.39,82.6,90.8,0.5,36.0,298.6,82.5,51.7,FRACTURE
461,2045.36,8.3,221.3,0.5,36.1,298.4,285.4,38.7,BED
462,2045.68,87.5,311.1,0.5,36.1,298.5,133.5,57.3,FRACTURE
463,2046.16,89.3,105.0,0.5,36.3,298.6,101.8,54.2,FRACTURE
464,2046.36,77.6,118.2,0.5,36.3,298.6,118.1,41.4,HEALEDFRACTURE
465,2046.37,6.7,295.2,0.5,36.3,298.6,298.0,43.0,BED
466,2046.63,85.4,313.1,1.0,36.2,298.5,135.5,59.7,HEALEDFRACTURE
467,2046.85,82.4,128.5,0.5,36.1,298.5,132.1,47.0,HEALEDFRACTURE
468,2046.86,7.1,312.6,0.5,36.1,298.5,301.0,43.0,BED
469,2047.02,87.3,308.4,1.0,36.1,298.4,130.3,57.2,HEALEDFRACTURE
470,2047.24,85.3,119.2,0.5,36.2,298.1,119.5,49.1,HEALEDFRACTURE
471,2047.32,83.8,164.5,0.5,36.2,298.1,173.9,60.6,FRACTURE
472,2047.62,3.9,321.9,0.5,36.2,298.6,301.0,39.8,BED
473,2047.64,85.8,118.1,0.5,36.2,298.6,118.0,49.6,FRACTURE
474,2047.99,83.8,122.9,1.0,36.2,298.5,124.4,47.7,HEALEDFRACTURE
475,2048.39,2.2,338.3,0.5,36.2,298.7,301.0,37.9,BED
476,2049.1,4.3,329.6,0.5,36.2,298.8,302.2,39.9,BED
477,2049.83,4.3,308.7,0.5,36.2,298.6,299.8,40.4,BED
478,2050.53,4.4,276.4,0.5,36.2,298.8,296.2,40.3,BED
479,2051.26,5.1,315.4,0.5,36.2,298.8,301.0,41.1,BED
480,2051.65,88.8,261.1,0.5,36.2,298.6,75.6,63.2,HEALEDFRACTURE
481,2052.14,6.6,322.3,0.5,36.1,297.5,301.6,42.2,BED
482,2052.95,84.8,132.6,1.0,36.1,298.1,137.0,50.0,HEALEDFRACTURE
483,2053.37,8.5,337.5,0.5,36.1,298.6,306.4,43.0,BED
484,2053.59,80.1,106.4,0.5,36.2,298.6,101.5,45.0,HEALEDFRACTURE
485,2055.6,4.7,313.7,0.5,36.2,298.5,300.4,40.8,BED
486,2056.05,7.2,359.6,0.5,36.3,298.4,308.2,40.2,BED
487,2057.54,12.9,263.1,0.5,36.3,298.5,288.4,47.3,BED
488,2058.31,9.6,17.4,0.5,36.3,298.6,313.6,39.1,BED
489,2059.0,89.3,311.4,0.5,36.3,298.8,134.2,55.3,FRACTURE
490,2059.9,79.8,151.2,0.5,36.3,298.6,161.9,50.7,FRACTURE
491,2060.37,9.0,311.8,0.5,36.3,298.7,301.6,45.2,BED
492,2061.11,3.9,316.2,0.5,36.4,298.5,300.4,40.1,BED
493,2061.67,7.3,36.7,0.5,36.3,298.8,311.2,35.9,BED
494,2062.37,9.6,355.1,0.5,36.3,298.8,310.6,42.3,BED
495,2063.76,10.0,0.5,0.5,36.2,298.5,311.8,41.7,BED
496,2066.13,6.2,53.5,0.5,36.3,298.7,308.8,34.1,BED
497,2067.0,13.5,337.3,0.5,36.3,298.6,310.0,47.4,BED
498,2067.63,10.7,94.4,0.5,36.3,298.5,308.2,26.8,BED
499,2068.92,11.0,145.1,0.5,36.3,298.6,287.8,26.8,BED
500,2069.36,88.5,137.0,0.5,36.3,298.6,141.4,54.3,HEALEDFRACTURE
501,2069.56,84.0,175.4,0.5,36.3,298.5,184.2,66.0,HEALEDFRACTURE
502,2070.69,81.3,157.0,0.5,36.3,298.5,167.6,54.5,HEALEDFRACTURE
503,2071.91,10.2,300.6,0.5,36.3,298.7,299.2,46.4,BED
504,2072.9,9.9,323.7,0.5,36.2,298.7,304.6,45.4,BED
505,2074.38,83.0,309.7,0.5,36.2,298.7,131.2,61.4,HEALEDFRACTURE
506,2075.58,10.0,326.2,0.5,36.2,298.7,305.2,45.2,BED
507,2076.52,7.3,338.8,0.5,36.1,298.8,305.8,42.0,BED
508,2077.02,4.8,356.8,0.5,36.2,298.8,305.2,38.9,BED
509,2077.61,5.7,5.2,0.5,36.2,298.7,307.0,38.8,BED
510,2078.27,8.4,10.5,0.5,36.3,298.7,311.2,39.6,BED
511,2078.78,12.5,344.6,0.5,36.2,298.6,311.2,45.7,BED
512,2080.53,6.4,1.9,0.5,36.2,298.6,307.6,39.4,BED
513,2081.89,3.5,127.0,0.5,36.5,298.9,298.0,33.1,BED
514,2088.68,11.0,304.8,1.0,36.2,298.6,300.2,47.1,BED
515,2089.46,5.0,355.5,0.5,36.1,298.6,305.2,39.0,BED
516,2090.24,10.9,70.7,0.5,36.1,298.5,314.8,29.8,BED
517,2090.74,5.6,348.3,0.5,36.2,298.5,305.2,40.0,BED
518,2091.04,54.7,30.9,0.5,36.1,298.5,7.5,60.9,HEALEDFRACTURE
519,2092.16,6.1,6.2,0.5,36.2,298.6,307.6,38.9,BED
520,2092.72,10.3,13.9,0.5,36.1,297.2,313.0,39.6,BED
521,2093.38,2.8,284.3,0.5,36.1,298.5,297.4,38.9,BED
522,2094.17,3.0,333.5,0.5,36.1,298.3,301.0,38.6,BED
523,2094.69,5.2,317.5,0.5,36.1,298.4,301.0,41.0,BED
524,2095.28,7.1,322.6,0.5,36.1,298.5,302.8,42.7,BED
525,2096.06,4.4,338.2,0.5,36.1,298.4,302.8,39.5,BED
526,2096.38,6.6,331.9,0.5,36.2,298.6,304.0,41.8,BED
527,2097.38,7.7,299.5,0.5,36.1,298.4,298.6,43.9,BED
528,2097.8,2.7,310.9,1.0,36.1,298.4,299.3,38.7,BED
529,2098.3,5.0,313.7,0.5,36.1,298.4,300.4,40.9,BED
530,2098.71,6.6,317.3,0.5,36.1,298.4,301.6,42.4,BED
531,2099.57,4.6,315.3,0.5,36.0,298.3,300.4,40.4,BED
532,2100.17,6.2,14.9,0.5,36.1,298.4,308.2,37.9,BED
533,2100.8,7.4,332.9,0.5,36.0,298.3,304.6,42.3,BED
534,2102.13,7.5,343.0,0.5,36.1,298.5,306.4,41.7,BED
535,2102.38,15.9,327.0,0.5,36.0,298.5,308.2,50.5,BED
536,2102.89,8.8,314.9,0.5,36.3,298.7,302.2,44.8,BED
537,2104.88,19.0,306.7,0.5,35.9,298.2,301.6,54.8,BED
538,2105.39,14.8,323.3,0.5,36.0,298.3,306.4,49.7,BED
539,2106.4,10.0,316.4,1.0,36.0,298.3,302.6,45.6,BED
540,2106.91,9.7,306.9,0.5,36.1,298.4,300.4,45.7,BED
541,2107.7,7.7,324.1,0.5,35.6,298.5,303.4,42.6,BED
542,2109.18,17.6,233.3,0.5,36.0,298.2,275.8,45.9,BED
543,2110.03,4.0,324.9,0.5,36.0,298.2,301.0,39.6,BED
544,2110.85,5.0,345.0,0.5,36.1,298.3,304.0,39.6,BED
545,2111.98,6.8,292.6,0.5,36.1,298.4,297.4,42.9,BED
546,2112.42,6.9,348.5,0.5,36.0,298.3,306.4,40.7,BED
547,2112.51,57.2,326.2,0.5,36.1,298.3,321.5,90.0,DRILL.IND.FRAC.
548,2113.29,8.0,334.8,0.5,35.9,298.1,305.2,42.6,BED
549,2113.96,11.9,329.6,1.0,36.1,298.3,306.8,46.6,BED
550,2114.43,7.4,325.0,1.0,36.0,298.3,303.2,42.8,BED
551,2114.81,8.9,353.7,0.5,36.1,298.4,309.4,41.7,BED
552,2115.34,8.8,328.5,0.5,36.0,298.2,304.6,43.7,BED
553,2116.02,7.6,295.6,0.5,35.6,297.8,297.4,43.3,BED
554,2116.68,9.5,315.2,0.5,36.0,298.3,302.2,45.1,BED
555,2117.11,9.6,322.4,0.5,36.0,298.5,304.0,44.9,BED
556,2117.56,7.8,324.5,0.5,36.0,298.4,303.4,43.2,BED
557,2117.97,4.6,318.6,1.0,36.0,298.3,300.8,40.3,BED
558,2118.44,5.8,315.7,0.5,36.0,298.4,301.0,41.6,BED
559,2119.02,7.8,342.6,0.5,36.0,298.3,306.4,41.9,BED
560,2119.62,3.1,308.7,0.5,36.0,298.3,299.2,39.1,BED
561,2120.47,5.5,325.5,0.5,36.0,298.3,302.2,41.0,BED
562,2121.27,8.4,316.8,0.5,36.1,298.4,302.2,44.1,BED
563,2122.07,8.5,285.5,0.5,35.9,298.3,295.6,44.2,BED
564,2122.64,8.4,319.8,0.5,36.0,298.4,302.8,44.0,BED
565,2123.13,7.2,295.6,0.5,36.1,298.5,298.0,43.3,BED
566,2123.6,10.0,307.0,0.5,35.9,298.3,300.4,45.8,BED
567,2124.25,6.9,357.8,0.5,35.9,298.3,307.6,39.8,BED
568,2125.11,6.0,281.0,0.5,35.9,298.2,295.6,41.6,BED
569,2125.8,3.3,247.6,0.5,36.0,298.5,294.4,38.2,BED
570,2126.75,6.1,326.9,0.5,36.0,298.4,302.8,41.4,BED
571,2127.21,4.9,319.4,0.5,36.0,298.3,301.0,40.6,BED
572,2127.35,80.6,110.4,0.5,35.8,298.2,107.3,45.2,HEALEDFRACTURE
573,2127.4,80.5,121.0,0.5,35.8,298.2,122.2,44.7,HEALEDFRACTURE
574,2127.48,85.8,104.0,1.0,35.9,298.3,99.9,51.3,HEALEDFRACTURE
575,2127.51,82.6,108.6,0.5,35.9,298.3,105.2,47.3,HEALEDFRACTURE
576,2127.8,7.2,325.9,0.5,36.0,298.5,303.4,42.5,BED
577,2128.42,10.0,59.0,0.5,35.9,298.4,314.8,31.9,BED
578,2129.16,2.4,42.8,0.5,35.9,298.3,302.2,35.4,BED
579,2129.63,9.6,296.9,0.5,36.0,298.3,298.0,45.6,BED
580,2130.47,7.6,30.1,0.5,35.9,298.4,311.2,36.4,BED
581,2131.07,6.4,11.3,0.5,36.0,298.3,308.2,38.3,BED
582,2132.06,7.7,27.6,0.5,35.9,298.2,311.2,36.7,BED
583,2132.45,6.3,73.1,0.5,36.1,298.5,307.0,32.0,BED
584,2134.89,8.6,342.5,0.5,35.9,298.1,307.0,42.4,BED
585,2135.4,86.1,122.0,0.5,36.0,298.2,123.1,50.2,HEALEDFRACTURE
586,2136.14,5.8,325.3,0.5,35.9,298.1,302.2,41.2,BED
587,2137.27,12.0,355.8,0.5,35.9,298.2,313.0,43.4,BED
588,2137.82,8.1,321.3,0.5,35.9,298.2,302.8,43.5,BED
589,2138.1,88.7,286.6,0.5,35.9,298.2,104.2,56.3,FRACTURE
590,2138.46,86.3,129.4,0.5,35.9,298.1,132.7,51.3,FRACTURE
591,2138.78,88.2,303.0,0.5,36.0,298.2,123.9,56.0,HEALEDFRACTURE
592,2138.9,5.5,352.3,0.5,35.9,298.2,305.2,39.4,BED
593,2139.3,75.1,120.3,0.5,35.8,298.0,121.6,39.3,HEALEDFRACTURE
594,2139.63,4.0,1.3,0.5,35.9,298.2,304.0,37.9,BED
595,2139.78,88.5,296.7,1.0,35.9,298.3,116.3,55.5,FRACTURE
596,2139.89,89.2,110.2,0.5,35.9,298.3,108.2,53.7,FRACTURE
597,2140.34,1.9,141.7,0.5,35.8,298.1,296.8,34.1,BED
598,2140.57,86.9,129.6,0.5,36.1,298.4,132.7,51.6,FRACTURE
599,2140.67,88.4,114.7,0.5,35.9,298.2,113.8,52.6,FRACTURE
600,2140.94,87.4,127.5,0.5,36.0,298.3,130.0,52.0,FRACTURE
601,2141.18,9.1,5.1,0.5,35.9,298.2,311.2,40.3,BED
602,2141.42,88.6,113.3,1.0,36.1,298.3,112.0,52.7,HEALEDFRACTURE
603,2143.43,43.3,327.1,1.0,36.1,298.3,318.2,76.5,HEALEDFRACTURE
604,2144.31,12.5,329.8,0.5,36.0,298.1,307.0,47.0,BED
605,2145.01,7.9,261.9,1.0,36.0,297.9,291.1,42.6,BED
606,2145.15,66.5,33.4,1.0,36.1,298.3,17.8,68.3,HEALEDFRACTURE
607,2145.62,7.8,354.6,0.5,36.1,298.3,308.2,40.9,BED
608,2146.13,13.9,336.9,0.5,36.3,298.4,310.0,47.8,BED
609,2146.4,10.0,333.4,1.0,36.2,298.3,306.5,44.7,BED
610,2146.89,8.0,350.0,0.5,36.0,298.0,307.6,41.4,BED
611,2147.48,11.3,359.4,0.5,36.2,298.3,313.0,42.6,BED
612,2148.01,11.9,295.8,1.0,36.2,298.3,297.6,48.1,BED
613,2148.16,11.6,315.0,0.5,36.2,298.3,302.8,47.4,BED
614,2148.33,4.4,239.6,1.0,36.1,297.9,291.9,38.5,BED
615,2148.69,11.2,82.0,0.5,36.4,298.7,313.0,28.1,BED
616,2149.21,19.2,323.4,0.5,36.1,298.3,308.2,54.1,BED
617,2149.52,14.1,327.6,1.0,36.0,298.1,307.3,48.7,BED
618,2149.7,5.8,321.9,1.0,36.1,298.1,301.6,41.4,BED
619,2149.91,6.4,334.9,0.5,36.1,298.2,304.0,41.4,BED
620,2151.22,5.8,299.6,1.0,36.1,298.2,298.4,41.9,BED
621,2151.49,7.2,320.5,0.5,36.1,298.1,302.2,42.9,BED
622,2151.87,6.6,70.8,1.0,36.0,298.1,307.3,31.9,BED
623,2152.12,72.1,169.6,1.0,36.0,298.1,186.2,53.3,FRACTURE
624,2152.2,77.8,155.8,1.0,36.1,298.3,168.1,51.1,FRACTURE
625,2152.36,80.6,136.2,1.0,36.1,298.2,143.0,46.7,FRACTURE
626,2153.02,5.2,314.7,0.5,36.1,298.2,300.4,41.1,BED
627,2154.21,10.0,81.1,0.5,36.0,298.1,310.6,28.6,BED
628,2154.8,8.4,350.5,0.5,36.0,298.2,308.2,41.6,BED
629,2155.4,5.4,323.9,0.5,36.1,297.4,301.0,41.0,BED
630,2155.8,2.3,299.9,1.0,36.1,298.3,298.4,38.4,BED
631,2155.81,87.8,119.8,1.0,36.1,298.3,120.2,51.8,HEALEDFRACTURE
632,2155.86,83.5,114.5,0.5,36.0,298.1,113.2,47.5,FRACTURE
633,2156.01,3.4,223.1,1.0,36.0,298.2,292.7,37.0,BED
634,2156.37,89.2,102.1,1.0,36.1,298.2,98.4,54.8,HEALEDFRACTURE
635,2156.39,3.9,295.9,0.5,36.1,298.2,298.0,39.9,BED
636,2156.55,83.0,293.3,1.0,36.1,298.2,112.6,61.1,HEALEDFRACTURE
637,2156.86,10.9,318.3,0.5,36.1,298.3,303.4,46.4,BED
638,2157.06,4.7,305.4,1.0,36.1,298.3,299.2,40.8,BED
639,2157.58,5.3,10.4,0.5,36.0,298.2,306.4,37.9,BED
640,2158.22,5.9,333.6,0.5,36.0,298.2,303.4,41.0,BED
641,2158.74,6.3,32.3,1.0,36.0,298.2,308.9,36.0,BED
642,2159.64,3.0,140.1,1.0,36.0,298.0,296.0,33.2,BED
643,2160.09,11.6,344.9,0.5,36.0,297.9,310.0,44.6,BED
644,2160.68,6.8,304.2,1.0,36.1,298.2,299.2,42.8,BED
645,2161.56,8.6,5.8,1.0,36.1,298.2,310.5,40.0,BED
646,2162.0,8.9,2.5,1.0,36.1,298.2,310.5,40.7,BED
647,2163.95,8.9,358.3,0.5,36.3,298.4,310.0,41.3,BED
648,2164.47,3.5,334.8,0.5,36.1,298.3,301.6,39.0,BED
649,2164.76,4.9,30.9,1.0,36.0,298.1,306.5,36.0,BED
650,2165.31,5.2,49.8,1.0,35.9,297.9,306.5,34.2,BED
651,2165.51,5.8,333.0,0.5,36.2,298.4,303.4,41.1,BED
652,2165.94,3.8,174.0,1.0,36.2,298.3,292.7,34.1,BED
653,2166.2,7.6,304.0,0.5,36.0,298.1,299.2,43.5,BED
654,2166.44,7.8,27.8,1.0,36.1,298.2,311.3,36.9,BED
655,2166.85,9.6,312.8,0.5,36.1,298.2,301.6,45.5,BED
656,2166.98,85.8,101.2,0.5,36.1,298.2,96.4,51.7,FRACTURE
657,2167.13,5.3,322.9,1.0,36.1,298.2,301.6,41.0,BED
658,2167.5,5.2,337.9,0.5,36.0,298.2,303.4,40.2,BED
659,2167.99,2.8,354.5,0.5,36.2,298.4,302.2,37.9,BED
660,2168.51,3.9,174.3,1.0,36.1,298.5,292.7,34.1,BED
661,2168.77,7.2,354.7,0.5,36.1,298.3,307.6,40.5,BED
662,2169.05,4.4,37.6,1.0,36.0,298.2,305.7,35.5,BED
663,2169.47,82.5,260.1,1.0,36.1,298.3,77.3,69.3,HEALEDFRACTURE
664,2169.87,11.0,23.5,1.0,36.1,298.4,316.2,38.4,BED
665,2170.31,5.8,84.6,0.5,36.0,298.4,304.6,31.3,BED
666,2170.59,10.5,24.1,1.0,36.1,298.2,315.4,38.1,BED
667,2170.92,10.5,45.1,0.5,36.2,298.7,316.6,34.5,BED
668,2171.27,3.8,322.1,1.0,36.2,298.4,300.8,39.7,BED
669,2171.73,17.5,342.4,0.5,36.1,298.4,314.2,50.0,BED
670,2172.38,13.8,31.4,1.0,36.3,298.6,321.5,37.8,BED
671,2174.91,8.2,187.7,1.0,36.1,298.4,284.6,34.0,BED_LOW_CONF
672,2175.59,74.4,274.7,1.0,36.1,298.3,94.5,72.3,HEALEDFRACTURE
673,2175.74,11.0,155.8,1.0,36.0,298.2,283.8,27.9,BED
674,2176.01,12.0,218.3,1.0,36.1,298.5,279.8,39.8,BED
675,2176.36,7.1,287.5,0.5,35.9,298.1,296.2,43.0,BED
676,2177.4,7.2,308.8,0.5,36.3,298.5,300.4,43.4,BED
677,2177.57,6.4,298.4,1.0,36.1,298.4,298.4,42.6,BED
678,2177.86,8.7,15.5,1.0,36.3,298.6,312.2,39.1,BED
679,2178.16,4.9,26.6,1.0,36.1,298.3,306.5,36.6,BED
680,2178.47,9.6,344.1,0.5,35.8,298.1,308.2,43.0,BED
681,2178.76,6.1,302.2,1.0,36.2,298.6,299.2,42.4,BED
682,2179.2,3.7,352.2,0.5,36.2,298.6,303.4,38.6,BED
683,2179.38,1.9,43.4,1.0,36.1,298.4,301.6,35.6,BED
684,2179.63,13.1,162.4,1.0,36.1,298.5,278.9,28.0,BED
685,2179.81,9.6,134.7,1.0,36.2,298.5,292.7,27.1,BED
686,2180.01,6.3,347.1,0.5,36.2,298.6,305.8,40.6,BED
687,2180.58,8.5,41.2,1.0,36.1,298.4,313.0,35.1,BED
688,2180.8,5.3,351.5,0.5,36.2,298.6,305.2,39.6,BED
689,2181.26,7.4,355.7,1.0,36.1,298.5,308.1,40.6,BED
690,2181.5,4.6,331.0,0.5,36.1,298.4,302.2,40.0,BED
691,2181.88,5.9,265.3,1.0,36.1,298.4,293.5,41.2,BED
692,2182.31,11.6,285.7,0.5,36.1,298.5,295.0,47.5,BED
693,2182.89,4.8,222.8,0.5,36.1,298.4,290.8,37.6,BED
