4.278999999999999915e+01,nan
4.181000000000000227e+01,nan
4.013000000000000256e+01,nan
3.878000000000000114e+01,nan
3.767000000000000171e+01,nan
4.042000000000000171e+01,nan
3.715999999999999659e+01,nan
3.778000000000000114e+01,nan
3.739999999999999858e+01,nan
3.678999999999999915e+01,nan
3.789000000000000057e+01,nan
4.060999999999999943e+01,nan
4.332000000000000028e+01,nan
4.277000000000000313e+01,nan
4.067000000000000171e+01,nan
3.924000000000000199e+01,nan
4.045000000000000284e+01,nan
4.396000000000000085e+01,nan
4.772999999999999687e+01,nan
4.574000000000000199e+01,nan
4.278000000000000114e+01,nan
4.314000000000000057e+01,nan
4.482999999999999829e+01,nan
4.245000000000000284e+01,nan
4.510000000000000142e+01,nan
4.167000000000000171e+01,nan
4.131000000000000227e+01,nan
4.057000000000000028e+01,nan
4.179999999999999716e+01,nan
3.856000000000000227e+01,nan
4.153000000000000114e+01,nan
4.509000000000000341e+01,nan
4.439999999999999858e+01,nan
4.920000000000000284e+01,nan
4.870000000000000284e+01,nan
4.836999999999999744e+01,nan
4.607999999999999829e+01,nan
4.917999999999999972e+01,nan
4.863000000000000256e+01,nan
4.131000000000000227e+01,nan
4.234000000000000341e+01,nan
4.521999999999999886e+01,nan
4.534000000000000341e+01,nan
4.550999999999999801e+01,nan
4.900999999999999801e+01,nan
4.396999999999999886e+01,nan
4.264999999999999858e+01,nan
4.481000000000000227e+01,nan
4.603999999999999915e+01,nan
4.911999999999999744e+01,nan
4.565999999999999659e+01,nan
4.511999999999999744e+01,nan
4.392999999999999972e+01,nan
4.261999999999999744e+01,nan
4.307000000000000028e+01,nan
4.571999999999999886e+01,nan
4.688000000000000256e+01,nan
4.929999999999999716e+01,nan
5.010999999999999943e+01,nan
5.150000000000000000e+01,nan
5.210000000000000142e+01,nan
4.907000000000000028e+01,nan
4.996999999999999886e+01,nan
5.167999999999999972e+01,nan
4.984000000000000341e+01,nan
4.849000000000000199e+01,nan
4.517999999999999972e+01,nan
4.470000000000000284e+01,nan
4.736999999999999744e+01,nan
4.881000000000000227e+01,nan
4.807999999999999829e+01,nan
4.585999999999999943e+01,nan
4.968999999999999773e+01,1.300000000000000044e-01
5.285999999999999943e+01,1.300000000000000044e-01
4.838000000000000256e+01,1.300000000000000044e-01
4.825000000000000000e+01,1.300000000000000044e-01
4.671999999999999886e+01,1.300000000000000044e-01
4.782999999999999829e+01,1.400000000000000133e-01
4.584000000000000341e+01,1.400000000000000133e-01
3.946000000000000085e+01,1.499999999999999944e-01
4.903000000000000114e+01,1.400000000000000133e-01
4.781000000000000227e+01,1.400000000000000133e-01
4.275999999999999801e+01,1.499999999999999944e-01
4.340999999999999659e+01,1.499999999999999944e-01
4.225999999999999801e+01,2.000000000000000111e-01
4.479999999999999716e+01,1.900000000000000022e-01
4.560999999999999943e+01,1.799999999999999933e-01
4.939999999999999858e+01,1.600000000000000033e-01
4.449000000000000199e+01,1.900000000000000022e-01
4.692000000000000171e+01,4.400000000000000022e-01
4.735999999999999943e+01,9.599999999999999645e-01
4.913000000000000256e+01,1.479999999999999982e+00
5.089000000000000057e+01,2.009999999999999787e+00
4.957999999999999829e+01,2.529999999999999805e+00
4.728000000000000114e+01,3.049999999999999822e+00
4.074000000000000199e+01,3.580000000000000071e+00
3.527000000000000313e+01,4.099999999999999645e+00
