,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__learning_rate,param_estimator__max_depth,param_estimator__max_features,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__n_estimators,param_estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score
319,7.634639914830526,1.281382199030408,0.00632928212483724,0.003907729441494367,1.0,30,10,10,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-79.44036495836617,-76.70920719571855,-130.4097368810883,-200.9332093997233,-71.28430269045522,-97.40207098207566,-87.67619967947553,-95.23474722143082,-48.52025184787424,-56.743214969762064,-86.1104201077566,-62.16623501938146,-79.6822495393196,-76.8267906322639,-86.23570776313083,-83.15714025638302,28.65214425184459,260,-21.491120914118333,-22.630259451180308,-20.390727684357717,-20.8432909612701,-21.398224152821363,-20.880914428648783,-21.607728786718987,-22.3815538661633,-23.710238740274,-23.758958871550195,-23.497813533690767,-23.047565320088978,-22.673334967358095,-21.942860430268485,-22.590891592268214,-22.189698913385175,1.0367760538755189
211,8.472991466522217,1.7480745013261088,0.008594528834025065,0.005422227903831946,0.8,30,10,10,10,10,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-63.95111302003882,-62.52308731202277,-119.78279840222335,-193.16233146178942,-68.17159504658018,-85.54525566133067,-73.37148883523935,-89.55434331151375,-39.82424655893017,-52.39151016169296,-62.92020683083372,-51.55746271677924,-66.93363421314837,-67.23790358145973,-79.63999113423797,-72.7423348631662,28.522616802675895,209,-21.917539347767587,-22.395987626399613,-20.922388437499443,-20.306958698682404,-22.72948170576696,-21.641502281520502,-21.98108363521737,-22.68554713325086,-23.898309667797758,-23.16698619897334,-23.332055880351923,-23.071302299619347,-22.887014437186252,-22.66643033940414,-22.401876006679327,-22.40029757974112,0.9017979181833816
199,6.052201207478841,0.8095808492074051,0.006595913569132487,0.005132327882145593,0.8,30,10,2,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-80.62825982701864,-70.16737550667571,-141.86721998977663,-198.46700680743797,-88.52494996630219,-99.54897010460635,-88.5479353209016,-91.81125153923958,-41.314881299694186,-64.93448504073244,-78.84806090929034,-56.75262533583229,-71.70348054581086,-75.11632268881306,-88.40845632050653,-83.16255850743372,30.697023929225406,261,-22.500493575731788,-23.67558345884708,-21.43721386858648,-22.154862470856447,-23.253126303971822,-21.74232533882782,-23.842059920429286,-23.5870723845642,-23.500341690040877,-23.10421998305118,-22.839166680534415,-23.11940785981584,-23.903609228665317,-22.95229392333246,-23.81234947434458,-23.028275077439964,0.7452091057086974
86,9.229375775655111,0.500433132409933,0.009194342295328777,0.007786059393104148,0.5,30,5,10,10,10,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-57.87051510189347,-55.46596687567728,-111.64101013937798,-170.59404484111005,-59.30823313213377,-72.56039207024187,-66.93211470762591,-71.69186703279195,-26.606812355393288,-41.73872321027547,-60.522598574556014,-43.6388777573092,-56.63702719406977,-55.23785312549173,-67.64811667174084,-62.29425510738472,26.95961527249777,83,-23.364418655748942,-23.950054946531843,-20.976593462891817,-21.817506621308638,-23.213559698430675,-22.58970843529997,-22.412921664103003,-23.654221194587517,-25.11972409000764,-24.225241184141055,-23.622802022678364,-24.281641259604214,-23.67071234658993,-23.24363376278103,-22.66202689654485,-23.253651082749965,1.0065707883359998
62,8.396289189656576,0.5639147048169234,0.007795270284016927,0.00433620044769997,0.5,10,10,2,10,20,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 1.0}",-59.57942306845814,-54.76687602878728,-123.0640877614951,-167.83242838441024,-63.53649204732433,-75.20742953077868,-70.07548518438037,-71.13112471354727,-23.906388592776537,-37.90354970592806,-58.18927952293393,-40.34002790347047,-54.388923143739035,-54.30005660370908,-64.63948143923172,-62.08606943380653,29.00433931709488,76,-24.176437882507603,-23.878518340096388,-22.10271805480631,-22.857950237090876,-24.510013487583517,-22.481380563405217,-23.710662566285883,-23.79166198433574,-26.43235238737521,-24.818129114675582,-23.76602697036227,-24.53677412098355,-24.129360741450153,-23.861379202847957,-23.21741643880942,-23.884718806174376,1.0006953603426596
181,4.140646807352701,0.48776659082880924,0.003730964660644531,0.0009280435813871477,0.8,30,5,2,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-90.67269540611574,-81.74105397740253,-153.98457330503763,-205.1526855197873,-97.80738946798328,-106.93905491741157,-116.24533152657163,-97.08857781773318,-45.91390374894877,-64.93752839354234,-75.78353721104584,-62.2346758783214,-78.26208409461778,-81.14256618098214,-90.93668747586676,-90.10510589414612,32.709931994778785,280,-23.44874752448523,-24.46840825805073,-23.255438611884994,-23.50264759387569,-23.93221726274724,-24.720591669928204,-23.45335816806975,-23.144846778165153,-26.173877362700164,-26.003673502229578,-23.535285406565446,-24.669556053034135,-24.497508334404152,-24.478939425331966,-24.443908145651196,-24.248600273141573,0.8955669942450573
193,9.487548987070719,0.5104093699782942,0.010127035776774089,0.0045121492359589755,0.8,30,5,10,10,10,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-68.46576905405706,-63.87076321916709,-128.88485614011284,-185.83669831242452,-65.62220629918292,-89.17055536664,-75.4867661046271,-88.46483705041646,-39.04164410691469,-56.21933648739082,-66.77180419792144,-58.01800482034057,-70.68442151636123,-67.49487621043582,-78.0323932054346,-75.11534012460875,27.957823496685286,224,-23.971141344326124,-24.816655604985822,-21.822145799295676,-22.411063981622977,-24.258689605084523,-24.001181533702823,-24.23070636430011,-25.688104659788575,-25.9701275173423,-24.761087819151168,-23.859312898803807,-24.80414828319872,-25.300850001058667,-24.807691635117465,-24.555022292206747,-24.3505286226657,1.0596240279362412
213,13.728235546747843,1.5770174552812655,0.013391701380411784,0.009619223964483429,0.8,30,10,10,10,20,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-82.6435341816896,-84.70356101573239,-139.19402944056736,-212.29997437765215,-77.60245449342025,-107.9491320753189,-91.31008367903355,-116.76695627900321,-56.9014644137957,-75.42937148988702,-83.53145114508274,-70.0810495692732,-89.03454348942792,-87.49835282667468,-98.78764061364275,-92.60207752594046,28.985698661546024,287,-24.951679803825368,-24.74062443783189,-22.9289331013714,-22.901820468904752,-24.050005417065375,-23.80396897501482,-24.41848852564704,-24.38366245694767,-25.83087265582344,-24.85446301256375,-23.42349069639271,-26.063542084086645,-25.03246255459851,-25.034422926166734,-24.01404751265361,-24.428832308592913,0.9026324563891075
301,7.7093125979105634,1.0982139264478987,0.010060342152913411,0.004969512336462895,1.0,30,5,10,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-83.25156900615785,-83.80064373322739,-139.432840252085,-212.48654711672893,-79.18549715721676,-105.86203625627654,-98.6156477651439,-109.6361684722419,-49.57229203562076,-65.63079431211156,-87.07177868415786,-67.23010918317254,-85.79402729824092,-82.24422899675801,-95.69915548345234,-90.04667023140412,30.470840516577983,279,-23.320225696893374,-24.95699967669462,-23.73462348051719,-23.171043721945033,-24.292325626486,-24.18898619700195,-24.18434827428835,-25.222639950978223,-25.8594671100391,-24.73421673403096,-24.748138581734786,-25.848832763617725,-25.742923715030408,-24.081359396177344,-25.32784012245498,-24.62759806985934,0.8429905224159344
105,11.71364336013794,1.8014162861215226,0.008927615483601888,0.00301975920126421,0.5,30,10,10,10,20,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-66.94273070870797,-58.64957723249156,-122.5293616592678,-174.666088310767,-60.624673997053286,-80.67674006727457,-70.84754532324382,-84.36055083972916,-35.77485345941248,-47.96395510853378,-64.5508790569892,-45.34912436607048,-66.04256034257169,-59.91550490190391,-70.15252130790883,-68.43983393807964,27.409015029808607,167,-24.32451102415336,-25.16593474206549,-22.829012993689123,-22.719374170369214,-24.676576962013286,-24.012229708557726,-24.658889307514805,-24.484035386683576,-26.77215888051514,-26.16567403354177,-25.359637105890016,-26.167077313354874,-25.387060377766097,-25.12511907127373,-24.97983964914405,-24.855142048435482,1.0863700403236982
103,8.338324737548827,0.5015247426500916,0.006728919347127279,0.0019810056656552996,0.5,30,10,10,10,10,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-58.34925793964069,-51.694386191540914,-117.44576514878145,-176.00554434587715,-62.422404091897874,-73.93913265798453,-66.6624975638689,-78.05906143966881,-27.272381365482865,-41.12524536822703,-58.688248952528554,-43.04794106349806,-57.93832984248174,-54.68581615812633,-63.081146351252436,-62.64755710087853,28.402275985289016,90,-24.875823278373268,-25.59535139018319,-23.4700850345383,-23.233054858045797,-24.88632905144097,-24.233108583033783,-24.048259962906304,-24.459259112217147,-26.19998699966892,-26.004777678196625,-26.094593278564986,-27.012807276597727,-25.043233923977795,-26.17735125465474,-25.370149786045914,-25.113611431229703,1.0539559959762985
44,6.903209892908732,0.6271901342406104,0.007595221201578776,0.004451824699531427,0.5,10,5,2,10,20,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 1.0}",-58.97636577899716,-59.59378584838394,-118.6419732411905,-176.39695072058757,-66.9290236044008,-77.42969327847717,-65.15855326181361,-69.93733692482661,-23.629808527793056,-38.85246657508266,-59.84343668144788,-40.672073190945966,-57.49190169873723,-57.66664075358741,-66.38132786089184,-63.095651873927885,29.378589553918324,96,-24.910322064085364,-25.449515379763646,-22.66173072108589,-24.14244494181179,-25.2264614377418,-24.248375562155154,-24.204389590245206,-25.19825509483558,-27.208065552193382,-27.04171094623776,-24.802699167510003,-26.34450732600387,-25.00629928382576,-26.026881832424714,-25.145676531051215,-25.174489028731404,1.1317052367889966
307,5.96019139289856,0.941932050284875,0.00473024050394694,0.0010618145250614662,1.0,30,10,2,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-91.52216449810984,-81.3636942847412,-167.55881640836657,-203.06659867828358,-97.96439377750826,-116.12729573015845,-98.79312104528212,-107.4978752985069,-57.88297497047303,-75.81104854010711,-92.52400510834157,-69.91716790809998,-93.12180921311517,-86.3891733469077,-99.24480371155127,-97.21205889318306,31.16464877588424,295,-26.493681383367942,-22.616568885164064,-23.77334982746019,-23.406743291490425,-24.929861540173306,-23.620103409813243,-25.84493759962088,-25.204846798821723,-26.58880153057732,-26.440288056686057,-25.927077858793513,-26.710092842168926,-25.147675739476348,-24.959792209797605,-27.109468958809508,-25.25155266214807,1.3298269342683695
93,8.920299339294434,0.6054885854466628,0.008261442184448242,0.00528168793333316,0.5,30,10,2,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-66.99226736564363,-62.548284224462485,-134.46260081789143,-194.1355137808534,-78.46309549773481,-88.5426553563459,-87.2440583010893,-82.10379565948203,-39.48933010983385,-52.46164824342518,-68.72953045014363,-55.167454289627585,-69.74724292941237,-68.96230473469907,-80.59711088773108,-76.16561088551687,30.020704341018686,230,-25.20096136709381,-25.09648098356334,-24.387486346431196,-23.504187619956145,-25.70762753789817,-24.37541544240944,-24.793527506490523,-25.614495290802115,-26.73548000200795,-25.53279569781297,-25.91467647693588,-26.751491351282095,-25.227244295595494,-25.51652133863056,-25.45143056683012,-25.320654788249325,0.8227372275429418
61,6.772757244110108,0.936243299710217,0.007928212483723959,0.005153693497725958,0.5,10,10,2,10,20,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.8}",-63.46062269863096,-56.45036744426535,-119.8977813300393,-166.86485154135647,-70.14195958127306,-77.55637434975878,-72.97468469552805,-72.05349469691274,-25.435593051813733,-40.566823488636466,-56.557958480681805,-41.17111550475779,-55.875324275492936,-53.92267051824153,-69.49333054743651,-63.87902483261624,28.316113148553274,113,-25.206734526373413,-25.660163322676055,-24.079067101729756,-24.57270991738013,-26.47589961204783,-24.209011835071788,-26.189316944150494,-25.62000206850605,-26.94176022121489,-25.740071137555866,-26.708360767627777,-25.497725955057653,-25.163573061945538,-24.913356044371614,-25.52398859071195,-25.500116073761387,0.8227401386295019
91,6.234955390294393,0.40155250509375007,0.006662225723266602,0.0064734844792726405,0.5,30,10,2,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-66.95222219520114,-55.72079216117406,-128.09191989911022,-181.92245055485873,-85.64892215318841,-82.74567577126706,-93.2929169596734,-68.38027513270481,-31.81273187320187,-49.84535412458287,-65.37229381361666,-49.21302702882097,-61.33688821869625,-58.72431101157095,-73.65426726793336,-70.96200748328454,29.73015716714409,192,-26.291759626788917,-26.095901099409257,-24.350498281383057,-23.80616804814664,-24.87687575779295,-24.879823137953935,-25.33883779046375,-26.01083608361057,-27.101782654551965,-27.093177524703435,-26.39779639438317,-26.995685279731525,-26.530205339532245,-26.4475541474007,-25.645702330796002,-25.85750689977654,0.981241073821412
59,5.418258539835612,0.3696095308735153,0.005330022176106771,0.0016186936853725133,0.5,10,10,2,10,10,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-59.46770675683539,-55.849671178368204,-118.60419091356955,-169.7593626647448,-67.72899983331975,-74.22933164052859,-76.66750944398234,-65.5299854117221,-24.63973692450375,-37.80472182349244,-56.79844938811991,-41.10181288725647,-53.80527588656582,-53.45908015305213,-65.22484780078638,-62.175183439739776,28.642953438624804,77,-26.011232567729916,-26.169607197157347,-24.73769436181893,-25.5691184877336,-26.136457676364216,-24.213654102060616,-25.814152354299477,-26.00491666629735,-27.43954998699478,-26.961727311056016,-25.19230601285074,-27.042825486002073,-25.58072005720227,-25.954242096279142,-25.16166156851005,-25.8659910621571,0.832689860906108
75,7.90052801767985,0.5309965976890925,0.007395219802856445,0.002243485160302036,0.5,30,5,2,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-68.92699198303517,-63.15496553331261,-132.47450848498107,-190.88993904308617,-87.79443057135693,-91.32758513359849,-99.05367447599596,-91.2564461621894,-41.28418010121884,-58.313465688456446,-72.81665160453073,-58.87897668410981,-69.60952988168673,-72.30609685860767,-81.077172124672,-79.10764655571279,29.015462611336876,246,-26.96166999400678,-26.62094403717746,-24.554681144007475,-24.074122303643875,-26.36841214128007,-26.164541645961513,-25.542236598150758,-25.66290779513063,-26.917764965330257,-27.129994050362313,-26.55337504484952,-26.81908058679963,-27.33849472026892,-26.051588649947405,-25.864763290100836,-26.17497179780116,0.8960617416572884
85,7.851616462071736,0.5626282614993798,0.010926135381062825,0.006553233525037845,0.5,30,5,10,10,10,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-58.13520546072915,-57.16092253333604,-118.79471923391559,-175.69813163828093,-60.718019904496124,-77.07114374056403,-69.97004659485378,-80.19646324299212,-29.694696733637567,-41.483395229607325,-60.137904742600014,-43.92053954329583,-59.27125396165072,-58.33493447214507,-70.66198786559464,-64.93887879186013,28.316029903667047,126,-25.452001429510762,-25.70594385791362,-24.136501633287978,-24.251148088374674,-26.677212617567722,-25.290534989237255,-25.94723757854514,-26.517273712754445,-27.212991295218313,-28.253966160003614,-26.881399373424614,-27.3633807361711,-26.523780387888063,-27.03171095505519,-26.913548656117104,-26.277242098071305,1.1062842961862103
73,4.311741272608439,0.3892364039149601,0.006196133295694987,0.005932102902084355,0.5,30,5,2,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-70.30483544709637,-60.139134576043645,-137.7573159988372,-189.31301077616857,-89.54350137993715,-88.50881655496809,-98.45432748657598,-74.91609476977705,-33.05915469459679,-54.063397869286746,-62.83434310255834,-50.88248366123312,-64.69364987308794,-63.568650355544534,-74.05860886132561,-74.63861327602037,31.474177685713904,221,-26.013439039116967,-26.532640900238647,-24.435738013678144,-24.524120709467017,-26.02918008651171,-25.607268465094535,-25.011134866570053,-26.177215619281263,-28.291839751183687,-27.78777090575722,-26.344688685765306,-28.198790648236002,-26.684586323619964,-26.91820083339511,-26.539150387395004,-26.339717682354042,1.1356886014892584
43,6.7016674995422365,0.5609853479587259,0.007928578058878581,0.0037296894215894313,0.5,10,5,2,10,20,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.8}",-64.12115284031788,-55.59033188066885,-121.70362984820436,-179.54010015414391,-70.64897897032722,-79.52750700673849,-72.04976756309273,-77.84080234210175,-26.540568491434083,-41.07725535787092,-57.88226656990116,-43.10626375000687,-55.83947361035855,-58.927107373459776,-69.19666252845506,-65.47355958307111,29.715264414909264,135,-25.842031299106566,-26.5097449797778,-25.069107636010177,-25.259865336094883,-26.418335876407774,-25.15863128123071,-26.506990757318697,-26.299884070828018,-27.387274866537894,-26.707242749937215,-27.515114502483964,-27.64533788512292,-26.329567886346176,-26.50307367919935,-26.716522895905605,-26.39124838015385,0.771813302467013
170,7.271437009175618,0.3879042196869918,0.0059296607971191405,0.0016906392856790642,0.8,10,10,2,10,20,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 1.0}",-67.15559770407965,-66.14370122268399,-133.01929097518456,-183.48337007165838,-76.36374313345475,-87.0353542268387,-86.2351682625914,-72.23809300612031,-29.502016706301113,-44.622931293904344,-60.3130648228449,-45.94129200907329,-65.263124576976,-58.96294416004478,-71.6369869889549,-70.51059447765113,31.12931694360689,186,-26.38754407945628,-25.808204641447894,-26.24502325140212,-25.939007158257272,-27.95634397477594,-24.59562460173375,-26.88848377986752,-27.03647433097608,-29.349972395556712,-26.789195672290038,-26.953916491163938,-26.703981764857247,-25.48947926356478,-25.997499818113646,-25.521216867880366,-26.51079787275624,1.087529698674626
41,3.522094901402791,0.2553005061034761,0.005196619033813477,0.003100596462404997,0.5,10,5,2,10,10,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-57.6225352944064,-52.30035975588271,-123.75206117590753,-175.478642606761,-70.03218734949091,-77.91511986024359,-74.56329500607231,-70.08713022435583,-23.891692347231917,-37.73432364149458,-58.19609943031654,-41.442871905834345,-56.72955002176184,-55.75054587832833,-66.91333889866891,-63.53088861802492,30.14026352366041,106,-27.037386358057557,-27.84093447410574,-24.711664472513796,-26.049107889780366,-26.302060525265194,-26.20183451470583,-25.959016574051827,-26.671326497891847,-28.459784182125645,-27.34756991114792,-27.086873275474534,-28.762329092711035,-27.44688117107794,-27.492111413300456,-26.059083410182144,-26.895197584159455,1.022828659282105
87,11.448007090886433,0.5826923025472087,0.011793835957845052,0.0039851743243379326,0.5,30,5,10,10,20,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-58.98392276349907,-62.14278965838582,-126.20630552514884,-180.52165298911785,-62.730232297597034,-81.65525789063136,-70.27323412143768,-87.3291603031743,-33.895121151954974,-47.887965106784534,-67.36898879213342,-48.89767338258453,-66.36285603218003,-65.33643763420496,-71.86930936093357,-69.46369021286941,28.559173776828107,177,-26.711388004307803,-26.896973870088033,-24.81021174727319,-24.891561497170528,-27.23137390701777,-25.880306470947495,-26.289438699126368,-27.264536099059853,-28.367399094640557,-28.102224309426155,-27.410566852752687,-28.040623614104913,-26.912429241297303,-27.430714927489237,-27.31350065450552,-26.903549932613824,1.0232233300348137
289,4.091343959172566,0.4750342960799604,0.003997214635213216,0.0009656928129575243,1.0,30,5,2,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-98.3432045547777,-84.47098558691285,-159.29086665903108,-231.6725666618633,-108.71921106785139,-124.76445729314119,-118.28071037047285,-118.36853677003987,-52.61608802869189,-80.90768383470876,-100.00504051743897,-86.44228300430262,-95.55837887964906,-95.59931491143831,-105.1807851927394,-104.35061220212559,33.21295747957049,303,-26.982982435622024,-27.902400423355818,-24.735483305703717,-25.345258842353303,-26.874748122057685,-28.70692781842136,-25.306606438394898,-28.347494297726694,-26.346582563263105,-27.6471403093097,-28.24965965621781,-27.60349381666481,-27.47272957146032,-26.322439444105818,-27.550444370226472,-27.026292760992238,1.1558608167677482
209,4.718729877471924,0.8361551384614714,0.004664166768391927,0.0034939924396866417,0.8,30,10,10,10,5,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-64.46037931399692,-64.72876232729844,-116.58725617121931,-184.6502677236661,-64.4094442960579,-79.94708036308683,-71.10624676463503,-83.94703477867264,-32.4400393202442,-42.526974652992806,-64.79572111624309,-45.73463244079389,-60.09271532309735,-61.92535161569958,-70.76671883959868,-67.4567696926336,28.644256840384266,158,-27.485396592508454,-26.71738414592617,-25.89927680677341,-26.125550263268444,-27.256506130847548,-26.235962880183603,-26.153015028842464,-26.897361512753417,-28.226124928722044,-28.639579291847973,-26.786877819040463,-27.899532327028027,-27.745954439377954,-26.775986008089564,-26.970244862462387,-27.054316869178127,0.7864962247820172
278,8.410617224375407,1.5663214908721108,0.008394781748453777,0.006082106336405084,1.0,10,10,2,10,20,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 1.0}",-72.4132058990727,-61.90906555114755,-145.3042603369939,-194.31032416927758,-87.57165778234443,-95.26883933543499,-87.14227008693192,-76.24469641222123,-32.93052972937884,-57.25440566412594,-70.11317928050023,-51.61046060038323,-72.93837891156788,-60.36172562503759,-81.79406560000234,-77.47847423153227,32.689672024774076,236,-28.7013595928303,-27.252948018068764,-24.62791978561408,-27.380450823719816,-28.104775469808878,-26.59599620593524,-28.411944608459958,-26.311089085374203,-29.271216652052573,-29.84997100202519,-24.855887611982666,-28.001203590206956,-28.385202132629786,-27.853970396272235,-26.969124680716483,-27.504870643713144,1.4209861080519925
169,7.449872573216756,0.47129503001310347,0.007795111338297526,0.002923724496338756,0.8,10,10,2,10,20,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.8}",-70.75472251291055,-60.28368253204955,-143.61973872005143,-193.25007568858265,-93.20464153026992,-93.67205486314222,-89.20906328056216,-85.0248260540598,-31.99782127191446,-50.24881508615001,-66.23275852450877,-50.254093519540575,-66.56125556946355,-63.71670770079286,-72.58805028695642,-75.34857353628107,33.09458813119315,227,-26.784356774911505,-28.75795807284502,-25.531053681270556,-26.05988638064297,-27.669244200074967,-25.993735465681027,-27.05532907303607,-26.840216711606672,-29.337394597808753,-28.215916418008412,-28.167894491761047,-28.80404173374624,-27.816707285996507,-28.658862715316864,-28.214166534368747,-27.593784275805028,1.1204860299867956
