,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__learning_rate,param_estimator__max_depth,param_estimator__max_features,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__n_estimators,param_estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score
44,2.964305384953817,0.2009478396636082,0.004264084498087565,0.0018416827345385128,0.5,10,10,10,10,5,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-60.826101181935314,-54.99712369279771,-114.42593029364578,-172.67263932781287,-71.77860997585806,-72.67322581849535,-72.12829323954729,-66.8057979552805,-24.67316628337537,-40.31890761397794,-55.10026120241637,-40.84636726190754,-53.83318184529061,-55.19674360549461,-63.14667640562709,-61.871216380375024,28.178516036017626,47,-37.94462093610864,-37.50608586573352,-35.462757545511614,-35.426393687744806,-37.53147043524978,-35.851714844177046,-37.432528725752434,-37.397685690726426,-39.15287990169868,-38.477566416301144,-37.34954548150207,-38.96263998945155,-38.21521693258921,-37.726236790308874,-37.17392694322611,-37.440751345738796,1.090772387272484
27,3.4560025056203205,0.7642388550976684,0.009527492523193359,0.01325752987340093,0.5,10,5,2,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-65.71133623519177,-63.00523591089918,-131.14196000748962,-178.31507800616805,-72.9446584647625,-79.5513838245183,-82.28374444892377,-77.37454230495689,-29.2055033058206,-46.00844334081655,-66.28044511495712,-45.5025691619074,-62.85565460238183,-61.80124675706162,-71.37873612863015,-69.14324565745677,29.738270541475796,103,-38.122540990982806,-37.577243536756356,-35.67970687205591,-35.731276432176685,-37.48299915684838,-35.91855518816366,-36.949022043944126,-36.927562124787755,-39.99479457758807,-39.91122365503422,-37.85226852651041,-39.9219777714561,-38.15489962679097,-38.00413814585631,-37.203024989439896,-37.695415575892774,1.3709946683299494
122,1.3896761576334635,0.12286734551116221,0.0027980486551920573,0.000652736426775599,1.0,10,5,2,10,5,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-72.03233970270347,-62.065361520607816,-135.513223776572,-188.04469393674535,-84.93217017213985,-96.49239752306698,-84.6657878972068,-84.60394763615679,-31.966606970328996,-46.812667460678945,-71.07198869523579,-57.64361123835219,-71.80905989892847,-65.9610246296821,-89.28745694633798,-77.56345061903227,31.287815024921724,129,-36.869419559324015,-38.891759264322204,-35.485281843983216,-36.023504552449744,-38.11324737937512,-35.19970598544251,-36.980610569702435,-38.19129581189795,-41.486629548455326,-37.50969355168095,-37.93976959900046,-39.87262782847315,-38.95608028274917,-37.59029275946425,-37.50224633899715,-37.77414432502117,1.5854737245112849
73,1.8921663284301757,0.136793426098175,0.004197438557942708,0.002225783947487572,0.8,10,5,2,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-69.34096502554839,-66.94661452664248,-131.36850371442046,-188.74684671411924,-79.27420690218146,-92.111029938855,-90.73958023649703,-80.91450649246028,-30.97475371671942,-48.2019947891682,-68.37723038855444,-53.44458130258839,-61.009922713103876,-63.8590059755555,-79.77381607162883,-74.3032683155588,31.001927377515138,124,-38.10103899777571,-39.263184886591574,-36.29398763071652,-36.06266065741843,-38.34147542815499,-36.57771878619501,-38.56206872225933,-38.69079868251067,-40.08005226681619,-39.21692736795394,-37.14354148284217,-38.71289476934747,-38.739727657696506,-38.83439494954598,-38.738614416684094,-38.22393911350057,1.1339671467802284
80,1.8374003092447917,0.10069054808161179,0.003864399592081706,0.0008842134964274813,0.8,10,5,10,10,5,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-60.33119875912564,-58.39421601538004,-120.10817811199054,-179.88651806617992,-70.25003263524874,-78.52664465613684,-65.37740603024963,-79.71495522730656,-27.361666647176257,-41.79816148588823,-66.82204638051927,-41.40781784998393,-61.09686411072791,-61.59720642082216,-70.25430949427053,-65.73532354042607,29.349706885530576,86,-38.03398648950034,-39.2864186339668,-35.70200422273288,-36.099632349439915,-40.01727726634621,-37.80703187506369,-38.740162460679194,-38.365711810074345,-40.72208750753979,-41.80865478649554,-39.3777077634815,-40.23509633064655,-39.49310364274818,-38.456488491806375,-39.17552033470019,-38.888058931014776,1.5521091870964234
32,3.0830984592437742,0.7540343198225425,0.003997691472371419,0.0025544480713967405,0.5,10,5,10,10,5,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-60.29446875094728,-51.87716324807127,-117.8782980271261,-172.9917406810477,-64.3442443527558,-77.5972400565199,-73.5884705318083,-69.30478823994176,-24.608424088022694,-40.958938401684534,-58.89309821823453,-42.11461652801908,-55.67365470163243,-54.344339217658465,-65.88607332917323,-63.129438599350195,28.739500630765267,61,-40.132247319425325,-38.76246684138327,-37.125149724756525,-36.3100928500773,-38.582727012003645,-37.84109071192803,-38.3761326946405,-38.603670622062666,-40.62002002901521,-40.798330717177905,-39.404818747076284,-40.28225418854286,-39.568729134697115,-38.79472054759676,-38.87193058810023,-38.938292115232244,1.215015322104014
45,3.652680492401123,0.3501251065557753,0.00659631093343099,0.004391870359887775,0.5,10,10,10,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-58.46410916137156,-53.9386147823634,-114.77153092905341,-169.42743212928536,-59.336632494103036,-72.4086619266229,-65.59797511941547,-62.47844041186609,-27.679259783330888,-38.699102117116226,-54.8561047526599,-39.72760722486132,-54.35419958279241,-55.52268826856216,-63.066055807372564,-60.72349151529322,27.48862727113188,38,-39.65646635143985,-38.86642930576005,-37.16899419118941,-37.20808930721685,-39.18109165769046,-38.45689913467537,-39.798536033824824,-39.46562036904599,-41.0439572454494,-40.47295222476358,-39.95822207002791,-41.34045954183988,-39.207305437630644,-39.55615537979644,-38.6956424236834,-39.33845471160226,1.144973483122098
130,2.8806238492329914,0.26795957275554244,0.008527882893880208,0.010549923894129148,1.0,10,5,10,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-80.37834644847075,-70.62791301233094,-132.25899999255935,-199.79751561934697,-73.03084349057943,-91.09756526676287,-80.92108725200926,-88.79016559790857,-34.47330377650361,-51.02408394521585,-70.71171669982273,-48.207587125182066,-70.4447166664307,-66.1001592654887,-75.40993155916787,-75.51744534216213,31.670367801678502,125,-38.83933787345333,-41.55742424240399,-36.75828348106443,-37.79142455207632,-40.716412552058785,-35.69824456128627,-38.78656204053008,-39.602815057012194,-41.42903574235993,-42.3522652908096,-39.52307908807487,-41.29274339403384,-38.774832027583614,-39.688565739387265,-38.13684925110256,-39.39652499288248,1.8053316260519376
140,1.952063020070394,0.11838181130084116,0.0037311553955078126,0.0013392458300682064,1.0,10,10,10,10,5,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-60.07378919448986,-66.71744606478896,-123.73920594759882,-179.18084623020272,-64.99015420228685,-77.94334696045432,-71.58075672782748,-74.27940437552259,-28.433149336377983,-43.827229233896624,-64.50347768641191,-45.47794545558744,-61.14696657865103,-62.64978095894302,-71.3184619054728,-66.88991834413626,28.98961169192349,92,-38.03310610019797,-39.901293774164174,-36.61861142286905,-36.48296506929652,-40.2967845224471,-38.02157030782257,-39.67205272222785,-40.20262727374727,-42.96520936067987,-41.32920117649563,-38.87510252573163,-41.845114978164816,-39.528428231447165,-39.07403045549902,-39.670355993995166,-39.50109692765239,1.722722588842935
133,2.151073519388835,0.18188779002610983,0.0036643187204996744,0.0005957975469760035,1.0,10,10,2,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-74.5516291120493,-62.97864425863431,-144.5564701907178,-197.4807742838231,-89.9987482519735,-95.43052383688757,-82.00093513085802,-89.53707454241098,-35.58912526853976,-56.20826524259566,-73.35728586794987,-52.715442975533826,-74.19399081418946,-66.94582129357805,-83.23484183661773,-78.98267092440067,32.361825267844296,132,-40.61109338695466,-40.55286637960609,-37.354332313935984,-37.12776618279263,-39.07939037653125,-38.4474208664588,-40.229035508329936,-40.36793274334628,-41.057317809920576,-40.53112020595,-38.92014787104449,-41.59716017925486,-39.274793910710386,-39.82125318740317,-39.52567363791585,-39.63315363734366,1.2451362348023545
91,2.3174376010894777,0.14319150044673942,0.006929238637288411,0.008491902650006527,0.8,10,10,10,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-62.064829626035305,-56.62892500143808,-119.00072364592025,-174.88489609072502,-65.55985533078481,-78.31095700193832,-71.5520227948845,-73.33103573819662,-25.56229589218758,-41.132049710431694,-57.94959811249852,-43.244667879622234,-57.47250800438833,-57.690175439223495,-68.20275365865052,-64.4476876571703,28.79043698817341,73,-39.96944660969034,-40.4427859730034,-35.88067626700583,-37.771229624629356,-39.75768526207497,-37.53507327124185,-39.12553103229976,-38.72326290569076,-42.33542884928205,-41.67520037984995,-40.273167938614435,-41.41350089123868,-40.12505375638123,-39.99220689567029,-40.91778672211912,-39.7292024252528,1.6483074871729542
43,2.706864070892334,0.23392317459142037,0.003997500737508138,0.001094916024004055,0.5,10,10,10,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-61.151148173858374,-50.35845371484485,-110.6034701302638,-160.80209408928417,-71.89763289446098,-74.33878963851838,-76.56849819184622,-68.36721186173122,-23.92850058198032,-41.75175617608247,-54.12528905573114,-40.39768312510448,-52.67207429030033,-53.50779048799329,-64.29575828281108,-61.52063417290505,26.716857397051513,43,-40.963730440629924,-40.60996785903835,-37.945183168426276,-38.38433874929702,-40.44779691879951,-38.823756073108726,-39.407663166090515,-40.15456038993294,-42.80501148384909,-42.2759184065806,-40.54323863233628,-42.26301931416915,-41.168266880034516,-40.702379607535676,-40.08906563368905,-40.43892644823451,1.3548142278372555
33,2.4592835267384845,0.5986049621595709,0.006262636184692383,0.008844836389598789,0.5,10,5,10,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-57.443427963230235,-51.7575595124815,-116.61423570854706,-176.065265280398,-60.5130122933164,-76.34535772553775,-63.90445359285438,-73.2853891937219,-25.79038917170959,-39.74101338503595,-58.96558156858985,-40.66972341720471,-57.57722812814758,-54.683240468161195,-65.72935806256112,-62.244355567365155,28.85302232180345,52,-41.294619041724914,-41.194885974966226,-38.76384068696093,-38.857406560971256,-41.58886306973884,-39.38657249348474,-40.546730064580785,-41.513996854392396,-43.78209985172375,-41.973461766498545,-41.70098072348058,-42.961883109363804,-41.78114969858457,-41.90141388664425,-40.714764055868045,-41.197511189265576,1.343687923169777
87,2.6249145825703937,0.12041510232341485,0.003930854797363281,0.0014352186064260188,0.8,10,10,2,10,10,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-70.68291142288558,-77.0168847914442,-145.98140524454166,-209.0276208222918,-87.20451504101409,-92.89124989480916,-94.26424598108393,-85.05952351012813,-36.70320055886312,-60.91108633521011,-75.17383590859082,-54.96896568324257,-78.2828990794101,-66.82422138677944,-84.5651443025438,-80.92401211597979,33.1673333251521,134,-40.592568840677345,-42.29686300736525,-38.45791530777079,-38.98356551815748,-40.93334583524971,-40.61490636483903,-40.88553007699469,-42.527619995097936,-44.355263987424166,-43.42535630254749,-40.344861643184075,-42.611340015094136,-40.19947606997342,-42.076961413188734,-40.20274413383155,-41.23388790075972,1.5632667324652396
93,3.460866022109985,0.2970990400097412,0.0046637535095214845,0.0010105054641014726,0.8,10,10,10,10,10,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-66.63064946716649,-59.370853503153754,-130.62775032134036,-187.27762182423876,-66.84001959172613,-83.69349046542077,-70.53471583568107,-86.93646638223227,-34.41415326744375,-47.52482700005912,-62.78868209465186,-49.769006940488154,-66.34240118934511,-66.47388708615959,-72.29749404792872,-70.88825845047872,29.783596408455384,113,-40.94688553596086,-41.68722809864539,-39.161899551039326,-38.59292312434182,-41.387623669289724,-40.042145016865234,-41.605130196378184,-41.866535432622946,-44.04079497776373,-44.07596024010868,-42.93410491993269,-43.915956530472805,-41.729890863908814,-41.656030977619515,-41.462649162941595,-41.67371721985942,1.5738023688744083
128,1.6400549411773682,0.14374062925003997,0.003397846221923828,0.0007111731618086224,1.0,10,5,10,10,5,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-62.21985748726972,-60.45327506142519,-122.89941068850678,-191.17889415153581,-59.66060015747405,-90.24693108524818,-75.37165043020221,-78.22833786137983,-29.988429694332705,-47.47918744102556,-67.74742884338465,-47.03736322668407,-63.492800438517655,-66.57025922750681,-73.69903880220666,-70.25697664843065,30.639711349200677,108,-41.561080129651884,-41.92955419190457,-39.1034451293567,-39.3892696065336,-41.51912548458229,-40.63275489307783,-42.39890334356404,-41.011338037285235,-44.83028717463969,-42.59231881781067,-42.45434699918557,-42.42716429665452,-42.06571884956266,-43.06595816547273,-41.67869247747884,-41.777330506450724,1.3636005955495827
79,1.7228710810343424,0.1613052436468548,0.005196523666381836,0.005863577552969832,0.8,10,5,10,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-59.857194591899585,-60.86604957036758,-121.23102482205009,-185.36515764418968,-66.48183278812333,-80.99482929408593,-71.43867954939601,-83.05607179628223,-27.256276458771374,-41.401006786961524,-58.90764792703101,-44.83555696646041,-61.077310039854055,-58.59988388411368,-72.73528317552686,-66.65811289113677,30.202469334145075,90,-41.944895773930114,-41.78212252949522,-39.72151386391717,-39.6925763741052,-42.914085168358184,-40.17485625894178,-43.05604122062399,-41.884209665303445,-44.6786204119378,-43.75161122374877,-42.64305172753569,-44.20756839754761,-41.87145464544704,-42.41170656367537,-42.02703356431686,-42.18408982592562,1.439212418005219
31,2.334227466583252,0.35674003424118494,0.004730637868245443,0.0018771754831445814,0.5,10,5,10,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-57.01900613393889,-53.23265095620188,-120.79626017861492,-173.01682469252236,-71.3168707240922,-75.54397007631448,-77.42740828733915,-67.66048789149484,-24.089890399682435,-40.71298019200415,-55.61325088022812,-41.233379262053,-56.33045030532153,-57.26768905555457,-65.16373539665231,-63.14646522214942,29.208233352867737,62,-42.502836742340435,-42.966781700142896,-39.55836761508418,-39.44408912905613,-42.28513071353119,-40.8732556220984,-42.16863812165367,-42.52544252824943,-44.45842297930225,-43.10765643850353,-42.46860977537618,-44.03855609147005,-42.95226296445461,-41.99088469506201,-41.972631974314076,-42.22090447270927,1.345581640349039
139,1.8503255208333333,0.12746561551734548,0.0037973086039225262,0.0007478016652160551,1.0,10,10,10,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-59.23819532084487,-63.11192913869174,-125.12833603073173,-179.54150916058046,-63.59780925104839,-84.0195317903299,-73.61831660243067,-75.7664458078531,-29.863652177730295,-49.07237226838307,-63.6658856868881,-48.08337726469772,-61.58907988012929,-59.13773821152692,-71.80056786563622,-68.33004084394766,28.971714514713682,101,-42.44626686098958,-41.228957696871035,-39.1390598210368,-39.490662057299254,-42.93536996108452,-41.50596767786767,-41.697096914937866,-42.94274454585335,-45.161134982358966,-44.91998992983245,-41.72333266783075,-43.75811457205075,-41.91502769872189,-42.75067939471626,-42.525697843438834,-42.27600684165933,1.6076058195664111
121,1.317654275894165,0.11056567487087479,0.003464190165201823,0.0021237476947139726,1.0,10,5,2,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-78.00829977807966,-60.967523565574695,-155.06339517642073,-203.58524881342487,-88.59529206222291,-100.34198516731495,-81.68367392089287,-95.27391161844199,-31.87012167612304,-55.43809254215584,-68.92439271116108,-57.73843073044875,-77.340345092602,-79.67150787939777,-86.49293448626509,-82.09576412808278,34.686989562268856,137,-41.88598175384887,-42.848190874866205,-39.04297286014748,-40.69827786378852,-42.3213180160261,-42.39397496938709,-42.97431682736577,-41.71704669323252,-45.2232354447673,-45.007239833639005,-43.37036545418549,-43.66868161938595,-43.05041735127988,-43.914287251204165,-41.57468453640064,-42.64606608996834,1.5327886996149656
36,1.6564451853434246,0.16036285432494307,0.0032646656036376953,0.0009279890289978561,0.5,10,10,2,10,5,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.5}",-64.67582759945637,-50.28238624946547,-128.82021900200738,-182.70549029414528,-80.99620482443973,-79.79446369661078,-96.31896038495805,-69.5870229829354,-29.326926966333218,-47.19630284287187,-61.79122982689105,-44.60090439450149,-61.55760413447267,-58.86235977495767,-70.27829642633864,-68.96534523344855,30.76381352308097,102,-44.25655238264737,-44.016072584661856,-40.22024881095514,-40.17068814655487,-43.32568264509505,-41.14400700453598,-43.327664272996095,-42.76318277881694,-45.291210038648885,-45.62196093952707,-43.27296604968393,-45.555373379119295,-42.88009686908401,-44.200934328242916,-43.5482598303646,-43.306326670728936,1.6560195185445115
75,3.3290133476257324,0.5190934420899613,0.005530468622843425,0.002388971909672614,0.8,10,5,2,10,10,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-81.77258239463764,-72.46205922234982,-147.24937456551174,-205.49316921052804,-95.29878452245723,-98.33108338175695,-104.15253979502805,-100.50563513490792,-35.996925654384995,-58.98169026895984,-74.23381766850267,-65.1026145329183,-78.68816790496284,-73.22004463549361,-94.47979531241917,-85.72905767775215,32.910352593297105,139,-43.34708185229651,-44.43823042498683,-40.35523113051888,-40.3539325793788,-44.77839180546273,-43.197024028787375,-44.662842914637004,-43.10854674060208,-47.03869885586378,-45.33459319107409,-44.071229782377415,-44.04307700700397,-42.856514775018596,-44.55754242691777,-44.822063711351326,-43.79766674841848,1.6809340308757197
113,1.9366056124369304,0.13760962921972716,0.004597282409667969,0.0023019424017101265,1.0,5,10,2,10,10,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 5, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-52.65692854884551,-48.15601727490505,-128.76446594315516,-172.712864964331,-59.00644857781356,-74.87895058160024,-59.99448412993969,-71.12649560539016,-22.22683819631693,-36.63416810839667,-53.870354430793824,-36.75783530525481,-54.803966171196336,-52.85013608608483,-62.51583326250618,-60.05119005301774,30.946378461395003,33,-44.09538812996526,-44.82998013000709,-41.02467243567137,-41.30642868357436,-44.598480154233854,-42.311146301580735,-45.13640459330538,-44.91184493431683,-47.271205143101646,-45.96139833964675,-44.56205612511942,-46.45132083644063,-45.25803470098741,-44.204082960062784,-43.99034826156618,-44.39418611530531,1.6793957194952667
17,1.629395325978597,0.27799405033287244,0.0029308636983235675,0.0006795528701478169,0.5,5,10,2,10,10,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 5, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-49.6217290201818,-45.3758027719194,-110.25034356491696,-165.47366097136984,-59.102537826200845,-69.78207392515384,-58.411684917016125,-61.794384445610525,-19.692785284048124,-31.98117353734392,-52.02962279789563,-34.37997671367894,-50.438061181792285,-50.05933160832601,-57.25656760799647,-55.4470660067042,28.34373407828286,3,-45.03039426985481,-44.588605517656624,-41.170748843108164,-41.90213369836382,-45.615332593649626,-42.5833791026358,-44.290691266809766,-44.403429768444916,-47.061209550890226,-46.739837800178556,-45.01874270231217,-46.23809044162762,-44.878907305419474,-45.01702689459917,-43.803590556259955,-44.55614135412072,1.6084743500984695
65,1.8376001040140788,0.2451330741709677,0.0038643836975097655,0.001086698568708069,0.8,5,10,2,10,10,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 5, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-51.2533752401725,-48.513176852807604,-117.16364003561321,-169.3216549415926,-66.53494446876806,-73.01208279684357,-58.60630123721048,-65.96251124382471,-21.254085404416383,-33.80700415961394,-53.146236706117634,-37.848060318394715,-52.24714588839163,-51.00461150032205,-60.51903126094167,-58.22031622485797,29.24956802308176,13,-44.84323209700982,-45.138718921752265,-41.223449763973235,-41.85019366828186,-44.52134873560226,-42.297245587786904,-45.58046794493363,-44.52723769208812,-48.17042476612484,-46.64821219578742,-45.04961209822476,-46.87810576984054,-44.33221503925809,-44.36642588637954,-43.958305985066964,-44.625679743474024,1.7972302802934292
81,2.5488277117411298,0.24313279335444588,0.006129630406697591,0.004206336214146129,0.8,10,5,10,10,10,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-71.10956703939196,-62.15351286231255,-125.10961606705946,-194.33011309392626,-72.02212983246781,-85.35159631420825,-75.08192206714713,-89.79791708378342,-32.96698292741244,-52.5242744113124,-70.06861842380656,-49.485542819309416,-66.66763067451674,-67.27934424961191,-75.68610752106301,-72.84490603297947,29.93119057094961,121,-44.87864844052426,-45.32375322573871,-41.798397015781916,-41.97270030343354,-45.90136342222328,-41.87354070612194,-45.66877708036876,-45.50644654252004,-48.04015139049077,-47.13297006227153,-44.733875115742265,-46.47566038335238,-44.98195522842995,-44.2431519182114,-43.93494264420315,-44.83108889862759,1.7915599771966606
16,1.3829477945963542,0.27476869828263145,0.002797730763753255,0.0008311760065452228,0.5,5,10,2,10,10,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 5, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-50.61298417449252,-46.34355782352335,-113.28347119844804,-165.47500121296437,-60.762653912834935,-71.27323859811995,-62.1959684740036,-64.22120737705458,-19.79747943711565,-31.752425891683476,-51.86757462175707,-35.117987018405906,-49.621258096681494,-50.214575201910094,-58.522687862757735,-56.37414527076329,28.791079314625716,5,-44.770677109295875,-45.6052852264522,-41.96673931191572,-42.00662562542932,-45.23202163091993,-42.38188552111359,-45.23768318115208,-44.75738519753232,-47.63051414846123,-46.90615470178132,-45.67896903079294,-46.72799947653548,-45.657714967160295,-44.75585054515799,-44.41974249143982,-44.91568321100933,1.6396320909595632
71,1.8391990979512534,0.23073364143534805,0.005330006281534831,0.006113179623634329,0.8,5,10,10,10,10,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 5, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-48.13861480029757,-46.95952338361728,-108.53976671125102,-166.03154435749798,-51.598942679439816,-71.84346881818655,-60.538415087404054,-65.1354668280549,-21.336916292286393,-33.2632124551546,-53.63819389673695,-36.21862804660988,-50.86728391265293,-50.89714984405073,-60.135837966870255,-56.37944652564431,27.98904976691838,6,-44.780494606166954,-45.18026625510919,-41.60368711593044,-42.39771556930882,-45.672710549779296,-42.6400532613628,-45.57263759022289,-45.14214578943411,-48.0289829677062,-47.38961771227251,-45.14341850358795,-47.25310262208952,-45.37974613633977,-45.23844581168363,-44.33866900294969,-45.050779566262925,1.7385684918236883
